ID	REVIEW	LABEL
45	Kasir ramah banget banget banget. Seingetku nama kasirnya kak Vember (I guess so? yg tertulis di layar spt itu). Aku beli Chatime pake kupon disc dr salah satu apps, biasanya kasir lgsg jutek klo customer beli pake promo, ini ngga dong, ramah banget. Pdhl posisi udh pesen minuman dan aku lupa cara pake kuponnya, eh kakaknya nyuruh buat inget2 dulu cara pake kuponnya, pdhl itu aku udh bilang buat ga usah pake kupon aja. Luv banget pokoknya. Terima kasih banyak kak Vember	5
46	Gurih Kering, Enak bangett !!! Hanya buka sampai 3.15 aja. Parking Fee	5
47	Tempatnya nyaman dan bagus sekali	5
48	Beli super fruit tea, gula normal. Gula di cheskee ini sepertinya pemanis buatan. ketika minum es teh nya, selalu after taste di mulut dan lidah itu pahit-manis. mirip sekali dengan minuman pemanis buatan. ketika beli di toko lain seperti k** itu tidak ada after taste seperti ini.	1
49	Untuk mas Ahmad Fajar Muzzaki kalo ada masalah mnding plg aja deh, drpd jutek banget sama customer.	1
50	Cozy Placed, tempat yang oke banget buat nongkrong,ketemu teman atau kerja dengan laptop. Kopi dan makan standard Excelso, selalu jadi tempat favorite di Excelso all cabang	4
51	Pelayanan ramah, hanya agak lama kalau ramai	4
52	Murah enak, pelayanan bagus ramah, recommended	5
53	Tempatnya bersih, nyaman, menunya rekomend. Harganya juga terjangkau	5
54	Ok sich tempatnya , enak banget buat meeting atu nongkrong	5
55	Cocok untuk kerjain tugas, kurang cocok untuk yg dompet pas2an kayak saya	5
56	Beli pakai gofood paket rawon dan rawon kuah tp yang dateng kuah rawon doank n irisan daging kecil cuma 1, udah bayar 54 rbu lg stelah dpet promo. Yg bener ajalah..	1
57	tempatnya nyaman banget walau tidak terlalu besar, ada ac dan toilet di dalamnya. coba2 cream cheese toast nya enak dan tidak manis banget walaupun sudah dingin, tp rasa cream cheese ga terlalu kerasa. pelayanannya juga mantap	5
58	Tempatnya sih cozy. Pelayanan juga oke banget. Sayang mau masuk ke dalam susahh jalannya kecil banget belom lagi kalo bareng sama yg lagi payment atau pegawainya yg berdiri depan kasir	4
59	Teman ngedrakor yang cocok banget, kalian wajib coba sih ini, enak banget	5
60	Tempat ini menu utamanya awalnya mie pangsit/mie ayam,tetapi sudah ada pengembangan menu nasi dan penyetan,dari harga sesuai dengan apa yg di dapat,recomended	5
61	nunggunya lama bangetttttttttt pelayananannya jelekkkkk udh nunggu lebih dari 30 mnt malah mienya Dateng udh dingin	1
62	akwowk saya top global pesen mie gacoan via online	5
63	Enak mienya lembut kenyal Ayamnya dan kaldunya berasa banget Pangsit dan baksonya juga enak Kuahnya ringan kalau katakua kuah rasa  cina  suka banget kuah yg modelan begini ringan seger tapi tasty lezatos	5
64	Parkir luas. Ada oleh oleh, restoran juga	5
65	ukurannya bikin kenyang, dan lagi gerainya mdh ditemukan	4
66	Selalu menjadi tempat yang nyaman dan pas untuk ngopi santai dan bicara dengan rekan bisnis.	5
67	Banyak promo di chatime suka sekali	5
68	enak minuman yg ada Bobba nya n sama roti keju manis	5
69	Steak enak, suasana juga nyaman, pegawai ramah, cuma music yg diputarkan kadang terlalu besar volumenya	4
70	Too much	4
71	Mas Baristanya ramah pollll	5
72	Mgk krn uda biasa ama pembeli antri plus keburu2 smua ya jd Mas2 petugasnya sigap banget, cepet, tp suwabaaarr.. ngeladenin rikues, pertanyaan, sampai kartu ngadat tetep telaten. Kopi enak sprti biasa, cepet pula. Keren Mas2nya	5
73	Makanan enak. Suasana enak..	1
74	Penyajian cepat, pelayanan cukup ramah, tempat bersih	3
75	mantap jiwa baru pertamakali ngopi disini tapi lansung enak pw, dan pesenannya gak ribet,, sayangnya kursinya sedikit jadi klo weekend sulit dapet tempat yg enak.. terimakasih untuk firstimpresionnya	5
76	Potongan terbaik	5
77	GA ADIL UDA DAPAT TEMPAT MASING  TIBA  ADA YANG NEMPATINN ORANG LAIN	2
78	Rasa nya enak, pelayanannya baik	5
79	Karyawannya lemot lelet parah lama banget gak ramah sangat buruk untuk pegawai nya	1
80	Kesini sabtu pagi, lumayan opsi cake nya masih lengkap	5
81	Lumayan lah, pas di Super Indo bisa sekalian jajan disinj	4
82	2x agak malem dikit waktu weekend selalu udah close order. Pdhl sebelah masih rame, ga doyan customer	1
83	Surabaya punya	5
84	Ga pernah bosen sama 2 menu dari CHESKEE : fruit tea dan souffle cheese nya, karena memang seenak itu! Kalo lagi ke GM (mall terdekat), pasti mampir sini, atau kalo ga bisa order via online.. Harga juga relatif terjangkau ya, untuk setiap varian menu nya.. Kamu suka menu apa kalo lg di CHESKEE?	5
85	pelayanannya ramah.	5
86	Tempatnya bagus, cocok buat kumpul bareng temen dan keluarga dengan vibes yg cozy, harga masih affordable dan yg lebih penting kasirnya ramah ramah	5
87	pelayanan ramah, bnyk promo mantap	5
88	Suasana nyaman dan bersih, service nya baik dan sabar.. Minumannya paling suka chocolate moose.. Maaf kl salah penulisan	4
89	Meskipun tempatnya semit pelayanannya baik cepat dan ramah	5
90	Nyaman poll smpe lp pulang	5
91	Yg mau nongki sejenak santai dan express bisa banget ke excelso Diponegoro Tempatnya gak terlalu luas ya karena memang ini khusus excelso express. Ada yg spesial loh di tempat ini karena bisa sambil liat2 motor2 moge Harley Davidson yg nangkring Selamat mencobaaaa	5
92	Santaiii	5
93	Pesanan makanan 4 menu sampe nunggu 20 menit	1
94	Tempatnya bagus dan instagramable, aku makan nasi campur ayam panggang dan cumi hitam, tempe/tahu bacem. Ayamnya empuk manis, cumi hitam hanya asin yang dominan tekstur cumi juga agak liat, tahu/tempe bacem kecut...terkesan kayak sudah basi, kata temen sih kebanyakan asem, sambelnya juga agak asem banyak tomatnya. Porsi nasi lumayan banyak sih. Masih enak an yang di A. Yani Surabaya sih, ayo jangan mau kalah sama Surabaya. Tapi tempatnya wouw sih	3
95	Kurang puas pegawai kebanyakan, Ngobrol ketika melayani pembeli, menunggu waktu 30 menit lebih , kurang memuaskan di pelayanan kasir .	1
96	Minuman enak, pelayanan ramahh , suasana nyaman dan banyak promo jg tentunya. Terima kasih chatime	5
97	Rasa kopinya enak, pelayanan lumayan cepat.. Tp terkadang mejanya kotor	5
98	Good ambience , tempat yg sangat nyaman dan aesthetic bikin betah sehariannn . Fav place!!!	5
99	Parking: Kurang memadai krn mengganggu rumah sekitarnya Food	3
100	Lama bgt nunggu orderan online, tolong d perbaiki lagi kinerja orderan online ny	1
101	makanan dan minuman yg saya pesan sesuai dengan harganya. enak dan banyak varian. pelayanan nya juga bagus. dan untuk dine-in juga nyaman terlebih lagi disana ada sofa dan mungkin sofa nya bisa dibersihkan lagi	5
102	Baru jam 18.00 untuk buka puasa. Nasi habis. Sedikit kecewa....	4
103	Tempatnya sangat luas, parkir motor di belakang y	5
104	Rasa biasa aja, kurang cocok. Harganya lumayan mahal. Ruangan tidak dingin, kyk nya ac gk nyala atau rusak. Pelayanannya kurang ramah	3
105	Tempatnya keren.. staff nya juga ramah.. seperti biasa gw pesen kopi kenangan mantan less ice dan less sugar	5
106	Mie nya emang top terutama baksonya sangat lembut	5
107	warung legend, cuma disini owner hingga pramusaji ramah pol!	5
108	Enk sekali	5
109	Layanan sangat Buruk , sangat tidak membantu sama sekali , hanya minta 1 sendok saja tidak boleh .  Dengan alasan pertama tidak ada , lalu kalau org pesan roti atau cake makannya pakai apa dan alsan berikutnya  kana charge , harga sendok ny emang terbuag dari Emas kali ya . Ga masuk akal . Baru kali ini pengalaman di kopi kenangan yang sangat BURUK .	1
110	LOCATION: Lokasi nya didalam mall BG junction, cukup mudah menemukan store nya didepan HokBen. VIBES: Desain Interiornya standar seperti Starbucks pada umumnya. Tempatnya tidak terlalu besar namun tetap nyaman untuk me time atau untuk nongkrong dengan teman. Tempatnya juga bersih. AC-nya juga dingin. SERVICE, TASTE & PRICE: Baristanya sangat ramah dan cepat. Sistem pelayanannya self service. Menunya standar seperti Starbucks pada umumnya. Harga standar seperti Starbucks pada umumnya. pembayaran dapat menggunakan QRIS, Starbucks Card maupun cash. FACILITIES: WIFI tersedia dan cukup oke. Tidak ada kamar mandi gabung di dalam Mall. Cukup banyak tempat charging. MORE REVIEW: Overall, Untuk Starbucks di Surabaya ini tidak terlalu ramai dikunjungi customer. Bisa jadi salah satu alternatif jadi tempat nongkrong atau productive yang nyaman.	5
111	Lemot penyajiannya , ampun	1
112	Staff tidak ramah, sudah minta untuk bersihin meja malah ga dibersihin	2
113	Resto lama yang legendaris, ayam bakar nya wenaaakkk bgt.. anak saya lahap makan disini, semua suka. Sambal enak plus kremesan, tumis kangkung nya sedap sekali. Gurame gorengnya juga enak. Tempat tergolong besar dan bersih, prima rasa jg banyak cabangnya. Memang harganya agak mahal tapi sangat worth it dengan rasa. Untuk parkiran ada tapi ga banyak. Kmrn jg nyoba kue lumpur dan pop corn, semua enak. Ga pernah nyesal makan di ayam bakar prima rasa, Maknyus.	5
114	Kasirnya ramah, pelayanannya juga cepat, syukak dech	5
115	Nyaman + pelayanan ramah cepet juga	5
116	Perlu sidak dr managementnya, tdk di tanya nama, tdk ada minta maaf saat sy tanya kenapa, akhirnya ada yg terlewat dan tidak di panggil ulang, pembelian tgl 7 november 2020, jam 15.45, saran utk perbaikan, tks	2
117	Pesan gurame pesmol, ayam bakar, cah kangkung, es jeruk 2. Gurami pesmol : rasanya bener2 enak, pecah di mulut, ketika digigit terasa banget bumbu sama ikan yg fress pecah di mulut. Ayam bakar : untuk rasa standart kayak ayam bakar pada umumnya. Cah kangkung : rasanya enak banget guruh, asin balence, teksturnya ketika digigit masih kriuk2 jadi mantep untuk cah kangkung rekom. Nasi putih juga pulen enak Untuk es jeruk standar aja Rekomend untuk makan sama pasangan dan keluarga.	5
118	Kok mbak waitress nya tak ramah customer ya, naruh gelas di meja saya kasar sekali	3
119	Lokasi sudut Jl. Sulawesi Akses parkir cukup mudah . Space cukup utk bbrp kelompok yg mau kongkow...bisa buat family spot atau rekans.... . Harga standar Taste standar . Smoking n Non-Smoking area. Tinggal milih saja...	5
120	Dulu sering kesini Krn cari rujak yg bersih kalo pas ada tamu ini jadi rujukan. Sekarang SIE menurutku rada kurang OK tempatnya bau ruangannya, kebersihannya. Tapi kalo rasa rujaknya masih OK kalo ga salah kmrn makan disini harga rujak sekitar 40K dan minumnya es blewah	4
121	Jujur saya sebagai penikmat kopi kenangan bahkan jadi salah satu kopi fav saya sangat kecewa pas pesen kopi disini, mungkin perlu di training lagi atau gimana, cuman tadi saya pesen less sugar malah rasa kopinya nggk ada cuma rasa susu doang, kopinya cuma 10%, bukan kali pertama saya merasakan kenangan mantan ini, tapi tadi saya sampai berpikir keras apa saya yg salah pesan, tapi ternyata emang kurang dari segi rasa, cukup kecewa semoga di perbaiki lagi	1
122	Masak dapat orderan dari tadi sampai tiba di resto blm dibautkan sama sekali, dan malah tanya orderannya apa	1
123	Restoran yang meskipun harganya termasuk mahal namun selalu ramai. Karena memang makanannya sangat enak. Di cabang yang ini ada lantai atasnya juga, digunakan kalau lantai yang bawah sudah penuh. Pelayanannya sangat ramah, dan selalu senyum.	5
124	Tidak ramah, mbaknya mecucu aja muka kecut	1
125	Mantap ini sambelannya	5
126	Tempat strategis di TP 1	5
127	tempatnya lebih oke dari excelso yg lain, saladnya juga semua bahan2nya bener2 fresh banget beefnya bumbunya pas, jadi kerasa seger dan enak pas makan sayang pelayanannya mungkin karna yg ngelayanin masih pake baju item training atau masih baru jadi yaudahlah maklumin, harusnya kalo kurang ngeh sama pesanan yg dipesan bisa balik lagi konfirmasi atau harusnya ngulang pesanan sebelum balik	4
128	Kesini karna dapet promo BOGO Suasananya nyaman, dingin, meski agak jauh tapi enak karna nggak begitu rame. Paling fav caramel machiato	5
129	Overall cocok untuk yang cari murah tapi enak. Tempatnya not bad sih. 4 bintang dari 5.	4
130	Pelayanan TIDAK RAMAH HARGA MAHAL Tidak ada NOTA Pesanan TIDAK SESUAI Beli 3 kali Masih pagi, sekitar Jam 8, Jam 9 Mosok balungan e wes entek rek ? Tak kiro enak.. Cedek omah.. gak adoh2 nek MERR Tibak e CAK HAR Cabang WIYUNG Mengecewakan..	1
131	2 pelayan depot sangat menyebalkan, ketus. Nasi campur dengan sayap ayam sangat kecil sekali, rasa hambar, sangat mahal. Ada tikus dan kecoak berkeliaran di depot itu.	1
132	Makanannya mantul dengan harga kompetitif	5
133	Sejak milk untuk komposisi di ganti rasanya beda banget kalo tempat ok malah kalo bisa tambah luas and kursi sofa bertambah	5
134	Makanan nya rasanya sangat memuaskan dilidah	5
135	Sekarang anjing sudah bebas masuk, duduk dikursi pula	1
136	Aku sih yes	5
137	dari semua outlet yg pernah saya kunjungi, KK rungkut madya lah satu-satunya outlet KopKen yang ada mushola nya, lengkap dengan sandal utk wudhu... Keren. Faham sekali kebutuhan konsumen muslim. . Yg perlu ditambah, jalur colokan listrik..  #semogadapatdifahami #harapmaklum	4
138	Layanan cepat, ramah, makanan enak.. Parkir nya preman banget. Parking: Parkir nya preman banget... Langsung diarahkan parkir ditempat yang disediakan di lahan oleh bu Rudy, kenapa paksa bayar tanpa karcis parkir?....  apakah memang begitu parkir di Depot bu Rudy..? Sayang sekali kalau seperti ini... Bikin orang kapok gegara parkir.	2
139	cocok dilidah	5
140	semua pekerjaan memang melelahkan.. tapi bagaimanapun, kasir seharusnya tetap ramah, dan minimal menyapa pelanggan.	1
141	Kopinya mantab pas dengan selera	5
142	Nyaman enak	5
143	Aku suka beli disini, mbak kasirnya ramah banget membantu sakali, kalo gasalah namanya Sheila, baik baik terus ya karyawan chatime kaya mbak Sheila:)	5
144	mantap sekali, enak rasanya	5
145	Oke untuk nongkrong dan nugas, tpi suasana agak sedikit kurang	3
146	Terletak di dalam mall Royal Plaza di lantai paling dasar. Sering menyediakan berbagai promo menarik seperti ketika saya membeli ada promo beli 2 kopi harganya Rp 20.000. Jadi coba cari tahu dulu promo apa yang ada dan biasanya terpasang banner promo menarik di sebelah stan mereka. Pelayan ramah, tempat bersih, dan disediakan tempat duduk untuk menunggu. Harga kopi bervariasi mulai dari Rp 18.000 hingga sekitar Rp 40.000. Ada menu America Blend dan juga Milk Tea. Ada aneka tumbler lucu dan menarik serta roti khas mereka yang rasanya enak  dan harganya terjangkau.	5
147	Seru juga buat hangout	5
148	Baru ini makan ditempat tp duduk diatur semaunya kasirnya bad lah jgn kesini kalo mau makan dine in jelek bgt mkn boleh murah cm klo service ampas ya sama aja Beli udang keju eh gada kejunya dong bolong gitu pas digigit kaya di post saya udah gitu mi oily bgt sampe kyk mi kuah dah kapok lah ga bakalan makan gacoan lagi	1
149	Fast and friendly service.. for the taste of the drink is more or less the same Parking: Inside tp	4
150	Makanannya enak, tempatnya ok, cuma kadang lalatnya annoying juga	4
151	Hezelnut coklat ga ada obat	4
152	After all semuanya oke cmn satu kekurangannya tempatnya nongkrongnya kurang lebar dan krng privasi	4
153	Beli botok mau dibawa pulang tidak diberi tempat. Biarpun beli tidak boleh.	1
154	Ada porsi anak2 yg pas, minuman porsi besar dan agak kemanisan	5
155	Tutup jam berapa ya? Di google tertulis jam 10 kata tukang parkir jam 9	4
156	Nyaman di out door nya kl di in door bising bl bersamaan dg acara ultah	5
157	Tempatnya bagus	5
158	Beli hari minggu kasirnya kek jutek bgt pdahal masih sore, hrsnya blm capek. Capek juga g boleh lah jutek k customer Ga ada senyum2 nya Beli 3 varian rasanya ya B aja Variant kopinya bukan untuk penikmat kopi pesan less sugar tapi masih maniiis	2
159	Resto yang sangat jelek menurut saya, Saya dapet orderan terus menu kosong tapi di aplikasi GK di mati in , kita sebagai driver kn tidak tahu menahu, dengan gampang nya resto langsung d cancel dari restoran, dia punya pikiran apa GK ya Kn harus nya di omongin dulu masak langsung d cancel tau gitu ngapain tunggu driver sampai d lantai 4 itu jauh lho	1
160	Mampir ke sini buat melepas dahaga. Tempatnya sederhana, karyawan juga baik-baik pelayanannya. Cuma mungkin bisa ditambah kursinya supaya customer bisa minum sambil duduk atau istirahat sembari menunggu pesanan siap diambil. Waktu itu pesen green tea, rasanya enak sesuai harganya. Semoga pelayanan yang baik bisa tetap dipertahankan, sukses selalu. Parking: Lokasi di dalam Royal Plaza, jadi parkirannya terletak di luar	4
161	SEMUANYA RP. 0!!!	5
162	Pesan lewat shoppefood buy 1 get 1 tetapi yg datang cuma 1, pengembalian dananya juga nggak sesuai menurut saya. Sangat mengecewakan	1
163	Kopi biar tenang	5
164	Enak cuman memang karna bu kris sudah legend harga sesuaikan dengan kantong ya	5
165	Karyawannya banyak tapi kurang cekatan	1
166	Akhirnya ada kopi Kenangan di stasiun gubeng, sekarang kalo mau perjalan jarak jauh gak bingung lagi sama asupan kaffein apa lagi bisa bundling sama roti. Perjalanan naik kereta api jadi lebih menyenangkan.	5
167	Yang antri banyak yg jaga cuma 1 orang, PAYAH. ...................	1
168	pesan 1 minuman mbuatnya stgh jam sendiri	1
169	Lokasinya strategis dan pelayanan Ramah tapi sayang tidak ada area untuk Dine in	4
170	tempatnya bersih, ada wastafel didalam, lahan parkirnya juga lumayan.. menu menunya banyak variasinya, untuk rasa itu sesuai selera masing masing, kalau saya personal, kurang doyan sambelnya, terlalu berasa terasinya	3
171	Tempat nyaman	4
172	Harga & rasa ok, tetap menjadi resto favorite	5
173	Toilet sering jorok, tempat nyaman	3
174	Ramah dan nyaman. Datang kesini sambil tunggu grooming anabul di pet & play,jam 09.50 masih sepi, showcase juga masih kosong belum di display  . Tp tempatnya nyaman.	4
175	Tempat ngopi yang Nyaman dan Enak	5
176	Sayang smoking areanya cukup gerah/panas	5
177	Pagi pagi bawa teman untuk meeting di kafe, liak liak refrensi di google local guide, excelso gwalk salah satu cafe area citraland yg buka jam 8, tapi apa? toko masih closed, karyawan didalam belom pakai seragam, bilang jam 9. Yang salah ini saya atau google yg nulis info jam 8.  Cuma pesan kofi, krn yg bertugas cuma 1 takut lama Parking: Parkir ada didepan tp terbatas	2
178	Ada nomor yg bisa di hubungi kahh?	2
179	Tempat.nya Nyaman	5
180	Tempatnya nyaman, suasana makin sore makin tenang cocok buat santai bareng keluarga	5
181	Pelayanan sangat ramah	5
182	Udang kejuuu	5
183	Pengennya naruh bintang kurang dari 1. Uda sering bgt ke excelso dari masi kecil smpe skrg uda punya anak jadi sampe tau menu2nya kurang apa. Hari ini pesen spaghetti carbonara yg biasanya kental, yg pasti ada keju & parmesan. Skg kyk cuma disiram susu :)!! Uda gt sebelumnya mas2nya blg  maaf kak, kita keliru pesanannya bikin fettucini, gapapa ya?  Mungkin karna aku gamau jadi dibikinin spaghetti susu HAHA! Selain itu pesen butterscotch frappio, gaada rasanya :) kopinya kynya dikasi 1ml aja ya??? Gaada rasanyaa!! SUPER KESEL!! Kapok bgt uda gaakan mau lagi balik kesini :)	1
184	Seperti biasa selalu pesan Kopi Kenangan MANTAN less Sugar  .	5
185	Makanan enakk, harga murahh	5
186	Pertama kali saya nunggu makanan dan minuman berjam2 padahal ga rame2 amat, minta bill juga lama, seharusnya harus lebih aktif nyesel banget makan di sini	1
187	Ada tempat buat merokoknya... Tempatnya nyaman... Staff nya sopan... Dekat dari rumah....	5
188	Sambalnya bikin ga bisa move on	5
189	repeat order 2x krn suka hot matcha latte nya disini. mba nya juga ramah, malah ngomongin kalo mau ambil diluar bisa kok jd ga usah repot  jalan masuk ke dalam. dan menurut saya sama sekali ngga lama service nya. kalopun lama itu mungkin antrian nya lagi banyak. abaikan rating bintang 1 disini karena most likely itu yang rating ojol yg ga bisa nunggu dengan sabar & kasi rating ga objective.	5
190	Kopinya enak... Lebih enak dibanding beli yg kemasan di indomart atau alfamart, pelayanan baik dan cepat, harga lumayan	4
191	Kopi Kenangan Ciputra World Surabaya yang lokasinya sekarang berada di Lt. LG sebelah Ace Hardware	5
192	Pelayanan ramah, lagi banyak promo, tempatnya bersih, cocok buat ngobrol santai bareng teman	5
193	Cepat pelayanan	5
194	It was a nice place, but it wasnt crowded with people. The baristas are friendly and the coffee is delicious.	5
195	Kesini tiap weekend, promonya lumayan..  tempatnya oke jugaa	5
196	kopi mantan andalan	5
197	lokasi di 2M ptc baru. tmpt luas, nyaman berac. pelayanan kurang senyum, waktu itu saya pesan galantine, sausnya lupa ga diberikan. penyajian cepat. harga menengah keatas krn plus pajak n sc. rasa enak. dekorasi bagus, suasana ramai di weekend. penampilan masakan bagus, variasi menu bnyk, tdk hanya steak saja ada spaghetti, nasgor, kidsmeal. harga steak rata2 100rb an. minuman teh 19k.	3
198	Sebagai pecinta minuman saya sangat merekomendasikan Chatime untuk menjadi pilihan pertama anda saat kehausan	5
199	Lumayan.	5
200	Untuk pelayanannya cepet bgt, chatime selalu mengembalikan mood yang lagi buruk  ditambah lagi lihat karyawan yang selalu ramah the best deh pokoknya	5
201	Tempat ga terlalu luas cuman lumayan cozy ac dingin poll dan servicenya mantap min nya ke toilet aga ribet since ga di dalem starbucks	5
202	Pesen apa di kasih apa, whipcream jg encer, take away beli 2 minuman ga di kasih kantong. Sedotan pun nunggu minta bru di kasih. Trs minumnya gmn gapake sedotan.  Pelayanan bad sekali.	1
203	Pelayan an sangat buruk dan pelayan.an sangat lemot dan buruk sekali dan sangat membuang waktu semua penjaga otlet nya sangat tidak sigap dan sering becanda di bagian dapur	1
204	TIPS JAJAN MURAH DI CUP BOB GALAXY MALL!! Tadi malem tiba-tiba pengen Corn dog + Topokki Rose gitu. Jadi langsung cus ke Cup Bob x Chatime deketnya Ranch Market. Lgsg tanya dulu apa ada paket bundling yaa, krn memang tidak ada di menunya. Jadi HARUS TANYA GUYS, tapi BELUM TENTU ADA YA. Eh pas bgt kemarin ada promo bundling, Corn Dog Sausage + Toppoki/Rabokki Rose bisa pilih mau dikasih sausage / odeng. Harga bundlingnya jadi 45rb. sebelumnya kl ngga promo harga 55rb. Lumayan hemat 10rb. Tempatnya seperti biasa lumayan rame, krn emang Corn Dognya enak bgt tebel, fulfilling size. Nggausah pake saos lg uda endulita. Dan aku jg ambil yang Rabokki Rose itu isinya ada mie, odeng, toppoki, sausnya jg super kentel, meski seperti tmptnya kecil tp super enak fulfilling jg buat yg pengen snack-snack aja ini ok bgt bgt bgt. Pelayanannya oke. Cuma tmptnya kurang cepet ya dibersihinnya, jd mejanya beberapa ada yg masih kotor, but its ok mungkin krn rame. Selebihnya I like and pasti balik lg.	5
205	Pelayanan ramah dan cepat. Minuman enak	5
206	Banyak lah yg sdh tahu brand kopken, Makanan: ga ada masalah, normal aja Layanan : sikap dan penyampaian informasi sudah mendukung Suasana : mungkin bukan ke arah suasana ya, lebih ke arah kebersihan dan tempat sampah nya 1. Ruangan Ac itu berdebu banget, itu yg franchise mohon minim atau gmn cara nya debu itu ga sampai buat pengap, ac dicek sdh berdebu sangat atau tidak, atau beli mesin penyedot debu di ruangan Kan outlet ramai ya, jadi minim lah ya 2. Tempat sampah, mungkin dibuat dengan kontak besar yg gtw fungsi ny apa, mulai lah upgrade aja yg kapasitas lebih besar, jadi kesan nya org mau buang sampah aja jadi kek males sdh lihat tempat sampahmu penuh Sangking rame nyaa 3. Karyawan mu masak kelihatan cuman 1 org di Weekend yg bisa aja rame dimalem hari, beberapa kali dateng cuman 1, kasihan wehhh, harus bersihin, harus serve pelanggan Ini ga salah karyawan, ini salah nya manajemen yg berjalan ya, bisa dicek ulang	2
207	mantapppp poollll	5
208	Tolong diperhatikan lagi buat karyawannya, masa dapat orderan driver sampe belum diproses	1
209	Enak harga lumayan mahal tempat nongkrong nya enak	5
210	Menunggu pesanan terlalu lama	2
211	Banyak menu yg bisa dicoba, Nuansa interior nyaman Tersedia banyak soket/colokan Daftar member baru, free minum	5
212	makanannya enak bgt, trus suasananya jg nyaman, lagunya jg enak didenger.	5
213	Steaknya enak, harga sesuai dengan kualitas masakan,  layanan dari pegawainya memuaskan, tempat luas, dan suasana tenang. Recommended buat yang ingin makan masakan western dengan nyaman.	5
214	Seperti mie mapan pada umumnya	5
